App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6022697,HDR,03/14/2023,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021389,HDR,03/01/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6020182,HDR,02/16/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6021268,HDR,02/28/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022636,HDR,03/13/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022773,HDR,03/15/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6025468,HDR,04/10/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024196,HDR,03/29/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6025119,HDR,04/05/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022566,HDR,03/13/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024176,HDR,03/29/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6021691,HDR,03/04/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6017930,HDR,01/20/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,04/10/2023 05:00:04 PM
6020497,HDR,02/20/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6023378,HDR,03/20/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021725,HDR,03/04/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022015,HDR,03/07/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6019954,HDR,02/13/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023294,HDR,03/20/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022768,HDR,03/15/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6020301,HDR,02/16/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6022687,HDR,03/14/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6016569,HDR,01/05/2023,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023764,HDR,03/24/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6023628,HDR,03/23/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6025186,HDR,04/06/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022069,HDR,03/08/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024820,HDR,04/03/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6022774,HDR,03/15/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022064,HDR,03/07/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6024038,HDR,03/28/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6016944,HDR,01/09/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024257,HDR,03/29/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6023012,HDR,03/16/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6020857,HDR,02/23/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023280,HDR,03/20/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023791,HDR,03/25/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6017280,HDR,01/13/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022386,HDR,03/10/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023857,HDR,03/26/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021101,HDR,02/27/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6020915,HDR,02/24/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022133,HDR,03/08/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6017803,HDR,01/19/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021558,HDR,03/02/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6024015,HDR,03/28/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6020233,HDR,02/16/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024857,HDR,04/04/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6024093,HDR,03/28/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021659,HDR,03/03/2023,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6018540,HDR,01/27/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021344,HDR,02/28/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,04/10/2023 05:00:04 PM
6023150,HDR,03/18/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6025447,HDR,04/09/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021750,HDR,03/05/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6019807,HDR,02/11/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6025095,HDR,04/05/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021337,HDR,02/28/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6015891,HDR,12/27/2022,Denied,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022811,HDR,03/15/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024323,HDR,03/30/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024139,HDR,03/28/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6025277,HDR,04/07/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022446,HDR,03/11/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6020812,HDR,02/23/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6016746,HDR,01/07/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024734,HDR,04/03/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6023644,HDR,03/23/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6021121,HDR,02/27/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6024124,HDR,03/28/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6016892,HDR,01/09/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022349,HDR,03/10/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021822,HDR,03/06/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6020414,HDR,02/18/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6018509,HDR,01/26/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021095,HDR,02/26/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6024155,HDR,03/29/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024774,HDR,04/03/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6019314,HDR,02/06/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023633,HDR,03/23/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6022378,HDR,03/10/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023835,HDR,03/26/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024604,HDR,04/01/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6025144,HDR,04/06/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6017901,HDR,01/20/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,04/10/2023 05:00:04 PM
6025371,HDR,04/08/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022397,HDR,03/11/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6018413,HDR,01/25/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6019728,HDR,02/10/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6015124,HDR,12/17/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024451,HDR,03/31/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022608,HDR,03/13/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6018786,HDR,01/30/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023429,HDR,03/21/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6024092,HDR,03/28/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6018596,HDR,01/27/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6017871,HDR,01/20/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6024954,HDR,04/04/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6022948,HDR,03/16/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6015827,HDR,12/27/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6015400,HDR,12/20/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6020741,HDR,02/22/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023511,HDR,03/22/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023454,HDR,03/21/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6021947,HDR,03/07/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6023547,HDR,03/22/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6025432,HDR,04/09/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021181,HDR,02/27/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023092,HDR,03/17/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6017821,HDR,01/19/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",04/10/2023 05:00:04 PM
6017715,HDR,01/18/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021751,HDR,03/05/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6019476,HDR,02/07/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,04/10/2023 05:00:04 PM
6022462,HDR,03/12/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6020876,HDR,02/23/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021021,HDR,02/25/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6019758,HDR,02/10/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6019050,HDR,02/02/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022947,HDR,03/16/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6023269,HDR,03/20/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6020508,HDR,02/20/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023118,HDR,03/17/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6025187,HDR,04/06/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023236,HDR,03/19/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6020444,HDR,02/18/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023387,HDR,03/21/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023223,HDR,03/19/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6023891,HDR,03/27/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6018388,HDR,01/25/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",04/10/2023 05:00:04 PM
6024369,HDR,03/30/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6017828,HDR,01/19/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022371,HDR,03/10/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023677,HDR,03/23/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6017425,HDR,01/15/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024041,HDR,03/28/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023545,HDR,03/22/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022689,HDR,03/14/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023630,HDR,03/23/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023307,HDR,03/20/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6021984,HDR,03/07/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,04/10/2023 05:00:04 PM
6023581,HDR,03/23/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Complete,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023133,HDR,03/17/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021873,HDR,03/06/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6024411,HDR,03/30/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024711,HDR,04/03/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024440,HDR,03/31/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6019777,HDR,02/11/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6022284,HDR,03/10/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6025443,HDR,04/09/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024410,HDR,03/30/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024642,HDR,04/02/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6016753,HDR,01/07/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6016530,HDR,01/04/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022878,HDR,03/15/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024841,HDR,04/04/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6017301,HDR,01/13/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022381,HDR,03/10/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6019421,HDR,02/07/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6019290,HDR,02/06/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022875,HDR,03/15/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6017203,HDR,01/12/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6018961,HDR,02/01/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6016371,HDR,01/03/2023,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6019842,HDR,02/12/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021830,HDR,03/06/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021036,HDR,02/25/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021722,HDR,03/04/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6015632,HDR,12/23/2022,Denied,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024177,HDR,03/29/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6017733,HDR,01/19/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6022339,HDR,03/10/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6024027,HDR,03/28/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024993,HDR,04/05/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6024468,HDR,03/31/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021729,HDR,03/04/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6020909,HDR,02/23/2023,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6025388,HDR,04/08/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6017975,HDR,01/21/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6018036,HDR,01/22/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6022492,HDR,03/12/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,04/10/2023 05:00:04 PM
6016536,HDR,01/04/2023,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023424,HDR,03/21/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
